Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,SalaryPerYear,SatisfactionScore,DistanceIncomeRatio
33,1,1,1,4,4,4,4,2,2686,1,2,10,244.1818181818182,3.3333333333333335,0.37230081906180196
25,0,2,26,1,3,3,4,2,6180,1,2,6,882.8571428571429,3.0,4.207119741100324
45,0,2,2,2,5,2,3,2,6632,0,3,8,736.8888888888889,2.6666666666666665,0.3015681544028951
23,0,1,10,1,3,1,3,2,3505,1,3,2,1168.3333333333333,2.3333333333333335,2.8530670470756063
47,1,2,27,2,1,2,3,2,6397,4,3,5,1066.1666666666667,2.6666666666666665,4.220728466468657
34,0,2,2,3,4,4,4,2,6274,1,3,6,896.2857142857143,3.6666666666666665,0.318775900541919
55,1,1,2,3,3,4,1,1,19859,5,3,5,3309.8333333333335,2.6666666666666665,0.1007100055390503
36,0,2,8,4,1,1,1,2,7587,1,3,10,689.7272727272727,1.6666666666666667,1.0544352181362857
52,0,1,19,4,3,4,4,1,4258,0,3,4,851.6,3.6666666666666665,4.462188821042743
26,0,1,1,2,1,1,4,0,4364,3,3,2,1454.6666666666667,2.6666666666666665,0.22914757103574704
29,0,1,27,3,3,2,3,1,4335,4,2,8,481.6666666666667,2.3333333333333335,6.228373702422146
26,1,2,8,3,5,4,1,2,5326,6,2,4,1065.2,2.3333333333333335,1.5020653398422832
34,0,1,1,4,1,2,4,2,3280,2,3,4,656.0,3.0,0.3048780487804878
54,0,1,19,4,3,4,1,0,5485,9,3,5,914.1666666666666,2.6666666666666665,3.4639927073837735
27,0,2,8,1,2,3,4,1,4342,0,3,4,868.4,3.3333333333333335,1.842468908337172
37,0,1,10,1,1,4,1,0,2782,0,2,5,463.6666666666667,2.3333333333333335,3.5945363048166787
38,0,1,2,4,1,1,1,2,5980,6,3,15,373.75,1.6666666666666667,0.33444816053511706
34,0,1,2,4,3,3,1,2,4381,1,3,6,625.8571428571429,2.3333333333333335,0.4565167769915544
35,0,2,8,4,1,1,4,1,2572,1,2,3,643.0,2.3333333333333335,3.1104199066874028
30,0,1,1,3,1,4,3,1,3833,3,3,2,1277.6666666666667,3.3333333333333335,0.26089225150013046
40,0,1,2,2,3,3,2,1,4244,1,3,8,471.55555555555554,2.6666666666666665,0.471253534401508
34,0,2,8,2,1,3,1,1,6500,5,3,3,1625.0,2.3333333333333335,1.2307692307692308
42,0,1,8,3,1,2,4,0,18430,1,2,24,737.2,2.6666666666666665,0.4340748779164406
23,1,1,6,3,1,3,1,1,1601,1,3,0,1601.0,2.3333333333333335,3.7476577139287945
24,0,1,9,3,1,3,2,0,2694,1,3,1,1347.0,2.6666666666666665,3.34075723830735
52,0,1,11,4,1,4,3,1,3149,8,3,5,524.8333333333334,3.3333333333333335,3.493172435693871
50,0,1,2,3,3,3,3,1,17639,5,3,4,3527.8,3.0,0.11338511253472419
29,1,1,1,2,1,2,1,1,2319,1,3,1,1159.5,2.0,0.43122035360068994
33,0,1,7,3,3,3,3,1,11691,0,4,13,835.0714285714286,3.3333333333333335,0.5987511761183816
33,1,2,16,3,2,1,1,2,5324,5,3,3,1331.0,1.6666666666666667,3.005259203606311
47,0,1,2,2,4,3,4,1,16752,1,2,26,620.4444444444445,3.0,0.11938872970391595
36,0,1,1,3,4,3,2,1,5228,0,3,9,522.8,2.6666666666666665,0.1912777352716144
29,0,1,23,2,1,3,3,1,2700,1,3,10,245.45454545454547,3.0,8.518518518518517
58,1,1,2,4,1,4,2,2,19246,7,3,31,601.4375,3.0,0.10391769718383041
35,0,1,1,4,1,4,3,2,2506,3,3,2,835.3333333333334,3.3333333333333335,0.3990422984836393
42,0,1,1,2,1,4,4,1,6062,9,3,4,1212.4,3.6666666666666665,0.1649620587264929
28,1,1,2,4,3,3,3,2,4382,6,2,2,1460.6666666666667,2.6666666666666665,0.4564125969876769
36,0,0,13,3,0,3,2,1,2143,4,3,5,357.1666666666667,2.6666666666666665,6.066262249183389
32,0,1,4,3,1,3,3,1,6162,1,3,14,410.8,3.0,0.6491398896462187
40,0,1,16,4,3,1,3,2,5094,6,3,1,2547.0,2.3333333333333335,3.1409501374165685
30,0,1,2,3,3,3,4,2,6877,5,2,0,6877.0,3.0,0.2908244874218409
45,0,1,2,3,1,2,3,2,2274,1,3,1,1137.0,2.6666666666666665,0.8795074758135444
42,0,1,29,3,1,2,2,1,4434,1,2,9,443.4,2.0,6.540369869192602
38,0,1,12,3,1,1,1,0,6288,2,2,4,1257.6,1.3333333333333333,1.9083969465648853
34,0,1,16,4,1,3,4,2,2553,1,3,5,425.5,3.3333333333333335,6.267136701919311
49,1,2,11,3,2,3,4,1,7654,1,4,9,765.4,3.6666666666666665,1.4371570420695061
55,1,2,2,1,3,3,4,2,5160,4,2,9,516.0,3.0,0.38759689922480617
43,0,1,14,2,1,2,1,1,17159,6,3,4,3431.8,2.0,0.8158983623754299
27,0,1,5,1,5,3,4,0,12808,1,3,9,1280.8,3.3333333333333335,0.3903810118675828
35,0,1,7,3,4,3,3,2,10221,3,4,8,1135.6666666666667,3.3333333333333335,0.6848644946678407
28,0,2,2,4,2,2,2,1,4779,1,3,8,531.0,2.3333333333333335,0.4184975936388366
34,0,0,3,2,0,3,4,1,3737,0,1,3,934.25,2.6666666666666665,0.8027829810008028
26,1,1,5,2,3,3,3,1,2366,1,3,8,262.8888888888889,3.0,2.113271344040575
27,0,1,3,3,3,4,4,1,1706,1,2,0,1706.0,3.3333333333333335,1.7584994138335288
51,0,2,26,4,2,1,3,1,16307,2,2,20,776.5238095238095,2.0,1.5944073097442817
44,0,1,4,3,3,4,2,2,5933,9,2,5,988.8333333333334,2.6666666666666665,0.6741951795044666
25,0,1,2,1,3,1,1,2,3424,7,2,4,684.8,1.3333333333333333,0.5841121495327103
33,0,2,1,3,3,1,1,0,4037,1,3,9,403.7,1.6666666666666667,0.2477086945751796
35,0,1,27,1,3,3,1,2,2559,1,2,6,365.57142857142856,2.0,10.550996483001171
36,0,2,1,2,1,2,4,1,6201,1,2,18,326.36842105263156,2.6666666666666665,0.16126431220770845
32,0,2,13,4,1,2,4,0,4403,2,2,5,733.8333333333334,2.6666666666666665,2.9525323642970704
30,0,1,5,4,1,2,4,0,3761,9,2,5,626.8333333333334,2.6666666666666665,1.329433661260303
53,0,2,7,2,2,1,4,1,10934,7,3,5,1822.3333333333333,2.6666666666666665,0.6402048655569783
45,0,2,9,3,2,4,1,0,10761,4,3,5,1793.5,2.6666666666666665,0.8363534987454698
32,0,1,8,2,3,3,3,1,5175,5,2,5,862.5,2.6666666666666665,1.5458937198067633
52,0,1,25,4,3,3,4,1,13826,3,3,9,1382.6,3.3333333333333335,1.8081874728771878
37,0,2,16,4,2,4,3,0,6334,4,3,1,3167.0,3.3333333333333335,2.5260498894853174
28,0,0,8,2,3,2,4,0,4936,1,3,5,822.6666666666666,3.0,1.6207455429497568
22,0,1,1,2,1,4,4,1,4775,6,1,2,1591.6666666666667,3.0,0.20942408376963348
44,0,1,8,4,1,1,4,1,2818,2,2,3,704.5,2.3333333333333335,2.8388928317955995
42,0,1,2,1,3,2,4,2,2515,5,3,2,838.3333333333334,3.0,0.7952286282306162
36,0,0,8,3,1,1,1,1,2342,0,3,5,390.3333333333333,1.6666666666666667,3.4158838599487615
25,0,2,3,1,4,3,1,1,4194,1,3,5,699.0,2.3333333333333335,0.7153075822603719
35,0,1,9,3,1,4,3,1,10685,1,3,17,593.6111111111111,3.3333333333333335,0.8423022929340196
35,1,1,25,4,1,4,2,0,2022,1,2,10,183.8181818181818,2.6666666666666665,12.363996043521267
32,0,1,1,3,1,4,4,0,2314,0,3,3,578.5,3.6666666666666665,0.43215211754537597
25,0,2,4,1,2,3,1,1,4256,1,4,5,709.3333333333334,2.6666666666666665,0.9398496240601504
49,0,1,1,3,5,3,1,1,3580,2,3,4,716.0,2.3333333333333335,0.27932960893854747
24,0,1,4,1,1,1,4,1,3162,0,2,5,527.0,2.3333333333333335,1.2650221378874131
32,0,2,5,2,1,2,2,1,6524,1,3,10,593.0909090909091,2.3333333333333335,0.7664009809932557
38,0,2,9,3,2,2,2,1,2899,0,3,2,966.3333333333334,2.3333333333333335,3.104518799586064
42,0,1,3,3,1,3,4,1,5231,2,2,5,871.8333333333334,3.0,0.5735041101127891
31,0,1,11,4,1,4,4,1,2356,3,3,6,336.57142857142856,3.6666666666666665,4.66893039049236
29,1,2,1,3,3,2,3,0,2800,6,3,3,700.0,2.6666666666666665,0.35714285714285715
53,0,2,8,3,2,1,4,1,11836,5,3,2,3945.3333333333335,2.6666666666666665,0.6759040216289287
35,0,1,25,3,5,4,2,1,10903,3,3,13,778.7857142857143,3.0,2.2929468953499037
37,0,2,21,2,3,3,4,1,2973,5,3,5,495.5,3.3333333333333335,7.063572149344097
53,0,1,23,4,1,4,4,2,14275,6,3,12,1098.076923076923,3.6666666666666665,1.6112084063047285
43,0,1,1,3,1,4,4,1,5562,4,2,5,927.0,3.3333333333333335,0.17979144192736424
47,0,2,2,2,2,3,4,1,4537,0,3,7,567.125,3.3333333333333335,0.44081992506061274
37,0,2,19,2,3,1,2,2,7642,1,3,10,694.7272727272727,2.0,2.4862601413242604
50,0,1,2,4,1,1,1,0,17924,1,3,31,560.125,1.6666666666666667,0.1115822361080116
39,0,0,2,3,1,4,4,1,5204,8,3,5,867.3333333333334,3.6666666666666665,0.38431975403535745
33,0,0,3,2,0,4,2,0,2277,3,4,4,455.4,3.3333333333333335,1.3175230566534915
32,1,1,25,4,1,1,4,2,2795,1,1,1,1397.5,2.0,8.94454382826476
29,0,1,7,1,3,1,4,0,2532,6,3,4,506.4,2.6666666666666665,2.764612954186414
44,0,1,9,2,1,2,1,1,2559,1,3,8,284.3333333333333,2.0,3.516998827667057
28,0,2,5,4,3,1,4,2,4908,1,3,4,981.6,2.6666666666666665,1.0187449062754685
58,1,1,2,1,1,4,4,0,2380,9,2,1,1190.0,3.3333333333333335,0.8403361344537815
43,0,1,8,3,1,1,2,0,4765,4,4,1,2382.5,2.3333333333333335,1.6789087093389299
20,1,2,2,3,3,3,3,2,2044,1,2,2,681.3333333333334,2.6666666666666665,0.9784735812133072
21,1,1,18,1,4,4,4,2,2693,1,2,1,1346.5,3.3333333333333335,6.68399554400297
36,0,1,14,1,1,3,4,1,6586,0,2,16,387.4117647058824,3.0,2.1257212268448225
47,0,2,2,4,1,4,4,2,3294,1,2,3,823.5,3.3333333333333335,0.607164541590771
22,1,1,3,1,1,2,3,1,4171,0,4,3,1042.75,3.0,0.7192519779429393
41,1,1,2,4,1,2,4,0,2778,4,2,7,347.25,2.6666666666666665,0.7199424046076314
28,0,1,9,3,3,3,3,0,2377,5,3,2,792.3333333333334,3.0,3.7862852334875896
39,1,1,6,3,3,4,1,1,2404,7,1,2,801.3333333333334,2.0,2.4958402662229617
27,0,1,4,3,1,2,3,2,2318,1,3,1,1159.0,2.6666666666666665,1.725625539257981
34,0,1,10,3,1,2,2,0,2008,1,3,1,1004.0,2.3333333333333335,4.9800796812749
42,0,2,14,2,3,3,3,2,6244,7,3,5,1040.6666666666667,3.0,2.2421524663677133
33,0,1,1,4,4,3,1,2,2799,3,3,3,699.75,2.3333333333333335,0.35727045373347627
58,0,1,5,3,5,3,2,0,10552,2,3,6,1507.4285714285713,2.6666666666666665,0.4738438210765732
31,0,2,7,4,1,2,3,1,2329,3,4,7,291.125,3.0,3.0055817947617003
35,0,1,21,1,1,4,4,1,4014,1,1,10,364.90909090909093,3.0,5.23168908819133
49,0,1,8,2,4,1,2,1,7403,4,2,26,274.18518518518516,1.6666666666666667,1.080642982574632
48,0,1,20,4,3,4,3,1,2259,4,2,0,2259.0,3.0,8.853474988933156
31,0,2,20,2,2,4,3,1,6932,1,2,9,693.2,3.0,2.8851702250432774
36,0,1,7,4,4,2,4,2,4678,2,3,6,668.2857142857143,3.0,1.496365968362548
38,0,1,1,3,5,4,1,1,13582,1,3,15,848.875,2.6666666666666665,0.07362685907819172
32,0,1,1,3,1,3,2,1,2332,6,3,3,583.0,2.6666666666666665,0.42881646655231564
25,1,2,19,2,2,3,2,1,2413,1,3,1,1206.5,2.6666666666666665,7.874015748031496
40,0,2,10,4,2,1,2,0,9705,2,2,1,4852.5,1.6666666666666667,1.0303967027305512
26,0,2,1,3,3,3,1,2,4294,1,3,7,536.75,2.3333333333333335,0.2328830926874709
41,0,1,6,3,3,4,1,2,4721,2,3,18,248.47368421052633,2.6666666666666665,1.2709171785638635
36,0,1,2,4,3,3,3,2,2519,4,3,11,209.91666666666666,3.0,0.7939658594680429
19,1,2,21,3,4,4,2,2,2121,1,4,1,1060.5,3.3333333333333335,9.900990099009901
20,1,1,4,3,5,1,1,2,2973,1,3,1,1486.5,1.6666666666666667,1.3454423141607805
31,0,1,12,3,3,4,4,1,5855,0,1,9,585.5,3.0,2.049530315969257
40,0,1,9,4,3,4,2,0,3617,8,3,1,1808.5,3.0,2.4882499308819463
32,0,1,3,4,3,3,1,1,6725,1,4,8,747.2222222222222,2.6666666666666665,0.446096654275093
36,1,2,3,1,1,3,4,1,10325,1,3,16,607.3529411764706,3.3333333333333335,0.2905569007263923
33,0,1,1,3,1,2,4,2,6949,0,3,5,1158.1666666666667,3.0,0.1439055979277594
37,1,2,1,4,1,1,3,1,10609,5,1,14,707.2666666666667,1.6666666666666667,0.09425959091337544
45,0,1,4,2,1,3,2,1,4447,1,2,9,444.7,2.3333333333333335,0.8994827973914998
29,0,2,20,3,5,3,4,1,2157,1,3,3,539.25,3.3333333333333335,9.272137227630969
35,0,2,18,3,3,3,3,1,4601,1,3,5,766.8333333333334,3.0,3.9121930015214086
52,0,1,1,2,1,4,4,1,17099,2,2,9,1709.9,3.3333333333333335,0.058482952219428036
58,1,1,2,3,5,4,3,2,2479,4,3,1,1239.5,3.3333333333333335,0.8067769261799113
53,0,2,2,2,3,3,3,0,14852,6,4,17,825.1111111111111,3.3333333333333335,0.13466199838405601
30,0,2,8,2,4,3,3,0,7264,5,4,8,807.1111111111111,3.3333333333333335,1.1013215859030836
38,0,2,10,3,5,3,4,2,5666,1,3,5,944.3333333333334,3.3333333333333335,1.7649135192375573
35,0,2,3,4,1,4,4,0,7823,6,3,10,711.1818181818181,3.6666666666666665,0.38348459670203244
39,0,2,2,5,1,1,3,2,7880,0,3,8,875.5555555555555,2.3333333333333335,0.25380710659898476
40,1,2,24,3,1,2,2,2,13194,4,2,1,6597.0,2.0,1.8190086402910413
47,0,1,16,4,3,3,3,0,5067,1,4,19,253.35,3.3333333333333335,3.157686994276692
36,0,2,8,4,5,1,4,0,5079,4,3,7,634.875,2.6666666666666665,1.5751132112620596
31,1,1,9,2,3,3,1,2,2321,0,3,3,580.25,2.3333333333333335,3.877638948728996
33,0,2,17,3,1,4,3,2,17444,1,3,10,1585.8181818181818,3.3333333333333335,0.9745471222196744
29,1,1,10,3,1,4,1,2,2404,6,3,0,2404.0,2.6666666666666665,4.159733777038269
33,0,1,13,1,1,2,4,2,3452,3,3,3,863.0,3.0,3.7659327925840094
45,0,1,1,4,3,4,4,0,2270,3,3,5,378.3333333333333,3.6666666666666665,0.44052863436123346
50,0,1,1,2,3,4,4,0,17399,9,2,5,2899.8333333333335,3.3333333333333335,0.05747456750387953
33,0,1,1,4,4,3,2,1,5488,1,3,6,784.0,2.6666666666666665,0.18221574344023322
41,0,1,9,3,3,1,3,0,19419,2,4,18,1022.0526315789474,2.6666666666666665,0.4634636181059787
27,0,1,16,4,5,3,2,1,2811,9,3,2,937.0,2.6666666666666665,5.691924581999289
45,0,1,23,2,1,4,1,1,3633,1,3,9,363.3,2.6666666666666665,6.330856041838701
47,0,2,4,2,1,4,4,2,4163,1,3,9,416.3,3.6666666666666665,0.9608455440787893
30,1,1,22,3,1,1,3,1,2132,4,3,5,355.3333333333333,2.3333333333333335,10.318949343339586
50,0,1,24,3,1,4,3,1,13973,3,3,12,1074.8461538461538,3.3333333333333335,1.7175982251485007
38,0,1,10,1,3,3,3,1,2684,0,2,2,894.6666666666666,2.6666666666666665,3.7257824143070044
46,0,1,7,2,3,4,3,0,10845,6,3,8,1205.0,3.3333333333333335,0.6454587367450437
24,0,1,17,1,3,4,3,0,4377,1,3,4,875.4,3.3333333333333335,3.8839387708476125
35,1,1,14,4,4,3,2,0,3743,1,1,4,748.6,2.0,3.7403152551429337
31,0,1,1,1,1,3,1,1,4148,1,3,4,829.6,2.3333333333333335,0.2410800385728062
18,0,1,5,2,1,2,4,2,1051,1,3,0,1051.0,3.0,4.757373929590866
54,0,1,17,3,5,3,3,1,10739,8,3,10,976.2727272727273,3.0,1.583015178322004
35,0,1,25,4,3,3,3,0,10388,1,2,16,611.0588235294117,2.6666666666666665,2.406623026569118
30,0,1,8,2,1,2,1,1,11416,0,2,8,1268.4444444444443,1.6666666666666667,0.7007708479327259
20,1,1,11,3,3,4,1,2,2600,1,3,1,1300.0,2.6666666666666665,4.230769230769231
30,1,1,5,3,3,2,2,2,2422,0,3,3,605.5,2.3333333333333335,2.0644095788604457
26,0,1,2,2,3,4,4,1,5472,1,3,8,608.0,3.6666666666666665,0.36549707602339176
22,0,1,8,1,1,2,1,1,2451,1,2,4,490.2,1.6666666666666667,3.2639738882088944
48,0,1,6,3,1,1,3,2,4240,2,3,2,1413.3333333333333,2.3333333333333335,1.4150943396226414
48,0,1,4,4,1,3,3,2,10999,7,3,15,687.4375,3.0,0.3636694244931357
41,0,1,7,2,3,4,3,2,5003,6,3,2,1667.6666666666667,3.3333333333333335,1.3991605036977812
39,0,1,1,1,1,4,4,1,12742,1,3,21,579.1818181818181,3.6666666666666665,0.07848061528802386
27,0,1,2,4,1,1,4,1,4227,0,3,3,1056.75,2.6666666666666665,0.47314880529926656
35,0,1,10,3,4,2,4,0,3917,1,2,3,979.25,2.6666666666666665,2.552974214960429
42,0,2,5,2,2,4,3,1,18303,6,4,1,9151.5,3.6666666666666665,0.27317926023056327
50,0,1,9,3,1,1,4,1,2380,4,3,1,1190.0,2.6666666666666665,3.781512605042017
59,0,1,2,3,1,3,4,2,13726,3,3,5,2287.6666666666665,3.3333333333333335,0.14570887367040652
37,1,1,11,2,3,1,2,1,4777,5,1,1,2388.5,1.3333333333333333,2.3027004396064474
55,0,1,18,4,3,3,2,1,6385,3,3,8,709.4444444444445,2.6666666666666665,2.8191072826938135
41,0,1,7,1,1,2,3,0,19973,1,3,21,907.8636363636364,2.6666666666666665,0.35047313873729535
38,0,2,3,4,1,2,4,2,6861,8,3,1,3430.5,3.0,0.4372540445999126
26,1,2,29,2,3,2,1,2,4969,8,3,2,1656.3333333333333,2.0,5.836184342926142
52,1,2,2,1,2,1,4,1,19845,1,3,32,601.3636363636364,2.6666666666666665,0.10078105316200554
44,0,2,28,3,3,4,4,1,13320,3,3,12,1024.6153846153845,3.6666666666666665,2.1021021021021022
50,0,2,1,3,1,4,3,1,6347,0,3,18,334.05263157894734,3.3333333333333335,0.1575547502757208
36,1,1,16,4,1,3,1,2,2743,1,3,17,152.38888888888889,2.3333333333333335,5.833029529711994
39,0,1,22,3,3,4,1,2,10880,1,3,21,494.54545454545456,2.6666666666666665,2.0220588235294117
33,0,2,8,1,1,2,4,2,2342,0,2,2,780.6666666666666,2.6666666666666665,3.4158838599487615
45,0,2,11,2,1,4,4,1,17650,3,4,9,1765.0,4.0,0.623229461756374
32,0,1,29,4,3,4,3,2,4025,9,3,8,447.22222222222223,3.3333333333333335,7.204968944099378
34,0,2,1,4,2,2,4,0,9725,0,2,15,607.8125,2.6666666666666665,0.10282776349614396
59,0,2,1,2,5,2,4,1,11904,3,1,6,1700.5714285714287,2.3333333333333335,0.08400537634408602
45,0,0,24,4,3,2,2,2,2177,1,3,6,311.0,2.3333333333333335,11.024345429490124
53,0,2,2,3,2,3,2,1,7525,2,3,15,470.3125,2.6666666666666665,0.26578073089700993
36,1,1,15,3,4,1,3,0,4834,7,2,1,2417.0,2.0,3.103020273065784
26,1,1,2,3,1,1,1,1,2042,6,3,3,510.5,1.6666666666666667,0.9794319294809012
34,0,2,10,4,1,3,3,1,2220,1,3,1,1110.0,3.0,4.504504504504504
28,0,2,10,1,3,4,2,1,1052,1,3,1,526.0,3.0,9.505703422053232
38,0,1,3,4,4,3,3,1,2821,3,3,2,940.3333333333334,3.0,1.063452676355902
50,0,1,2,4,3,2,3,1,19237,2,2,8,2137.4444444444443,2.3333333333333335,0.10396631491396788
37,0,1,3,3,4,4,2,2,4107,3,2,4,821.4,2.6666666666666665,0.7304601899196493
40,0,2,26,3,2,3,1,1,8396,1,2,7,1049.5,2.0,3.09671272034302
26,0,1,1,1,3,1,3,0,2007,1,3,5,334.5,2.3333333333333335,0.4982561036372695
46,0,1,1,4,3,4,4,0,19627,9,3,2,6542.333333333333,3.6666666666666665,0.05095022163346411
54,0,2,2,4,1,3,3,1,10686,6,3,9,1068.6,3.0,0.18716077110237694
56,0,1,9,3,3,1,3,1,2942,2,3,5,490.3333333333333,2.3333333333333335,3.0591434398368453
36,0,1,12,5,3,4,4,2,8858,0,2,14,590.5333333333333,3.3333333333333335,1.3547076089410701
55,0,1,2,1,3,3,1,2,16756,7,4,9,1675.6,2.6666666666666665,0.11936022917164
43,0,2,25,3,3,3,4,0,10798,5,3,1,5399.0,3.3333333333333335,2.315243563622893
20,1,2,9,3,2,4,4,2,2323,1,3,2,774.3333333333334,3.6666666666666665,3.8743004735256137
21,1,1,10,3,1,3,1,2,1416,1,2,1,708.0,2.0,7.062146892655368
46,0,1,8,4,1,4,1,0,4615,8,3,16,271.47058823529414,2.6666666666666665,1.733477789815818
51,1,1,4,4,1,1,3,1,2461,9,4,10,223.72727272727272,2.6666666666666665,1.6253555465258027
28,1,1,24,2,5,2,1,2,8722,1,2,10,792.9090909090909,1.6666666666666667,2.7516624627379045
26,0,1,1,2,3,1,1,1,3955,1,3,5,659.1666666666666,1.6666666666666667,0.2528445006321112
30,0,1,20,3,4,3,1,1,9957,0,2,6,1422.4285714285713,2.0,2.008637139700713
41,0,1,7,2,5,2,3,1,3376,1,3,10,306.90909090909093,2.6666666666666665,2.0734597156398107
38,0,1,17,1,1,3,3,1,8823,0,2,19,441.15,2.6666666666666665,1.9267822736030829
40,0,1,20,4,5,1,4,1,10322,4,3,11,860.1666666666666,2.6666666666666665,1.9376089905057161
27,0,1,8,5,1,1,3,1,4621,1,3,3,1155.25,2.3333333333333335,1.7312270071413112
55,0,1,2,1,1,4,2,1,10976,3,3,3,2744.0,3.0,0.18221574344023322
28,0,1,10,3,4,3,3,2,3660,3,4,8,406.6666666666667,3.3333333333333335,2.73224043715847
44,1,0,1,2,3,2,1,1,10482,9,3,20,499.14285714285717,2.0,0.09540164090822363
33,0,1,5,3,1,4,4,0,7119,4,3,3,1779.75,3.6666666666666665,0.7023458350891979
35,1,2,4,3,5,4,1,2,9582,0,3,8,1064.6666666666667,2.6666666666666665,0.41744938426215816
33,1,1,29,4,3,1,3,2,4508,1,3,13,322.0,2.3333333333333335,6.433007985803017
28,0,1,15,2,1,1,3,0,2207,1,2,4,441.4,2.0,6.796556411418215
34,0,1,3,1,1,1,4,2,7756,0,2,6,1108.0,2.3333333333333335,0.3867973182052604
37,0,2,10,4,1,4,4,0,6694,2,3,1,3347.0,3.6666666666666665,1.4938751120406335
25,1,1,4,1,5,4,4,1,3691,1,4,7,461.375,4.0,1.083717149823896
26,1,1,21,3,3,1,3,0,2377,1,2,1,1188.5,2.0,8.834665544804377
33,1,1,25,3,3,1,2,2,2313,4,3,2,771.0,2.0,10.808473843493298
42,0,1,2,2,3,4,1,1,17665,0,3,22,768.0434782608696,2.6666666666666665,0.1132182281347297
28,1,1,1,3,3,1,2,0,2596,1,3,1,1298.0,2.0,0.38520801232665636
50,1,2,1,4,4,4,3,2,4728,3,3,0,4728.0,3.3333333333333335,0.21150592216582065
33,0,2,7,3,1,4,2,1,4302,0,3,3,1075.5,3.0,1.6271501627150164
34,0,1,3,4,1,3,4,1,2979,3,3,0,2979.0,3.3333333333333335,1.0070493454179255
48,0,1,1,4,3,1,4,2,16885,2,2,5,2814.1666666666665,2.3333333333333335,0.059224163458691144
45,0,2,9,4,1,2,3,1,5593,1,3,15,349.5625,2.6666666666666665,1.6091543000178794
52,0,1,7,4,1,2,2,2,10445,7,3,8,1160.5555555555557,2.3333333333333335,0.6701771182383915
38,0,2,10,4,2,3,3,0,8740,0,3,8,971.1111111111111,3.0,1.1441647597254003
29,0,1,28,4,1,3,4,0,2514,4,3,7,314.25,3.3333333333333335,11.137629276054097
28,0,1,3,3,3,4,2,0,7655,0,2,9,765.5,2.6666666666666665,0.3919007184846505
46,0,2,3,1,2,1,3,1,17465,3,3,12,1343.4615384615386,2.3333333333333335,0.1717721156598912
38,0,2,2,2,2,4,2,2,7351,7,3,1,3675.5,3.0,0.2720718269623181
43,0,1,27,3,1,3,1,1,10820,8,3,8,1202.2222222222222,2.3333333333333335,2.4953789279112755
39,1,1,2,3,1,1,4,0,12169,7,3,18,640.4736842105264,2.6666666666666665,0.16435204207412277
40,0,1,14,3,3,3,3,2,19626,1,4,20,934.5714285714286,3.3333333333333335,0.7133394476714562
21,0,1,1,1,5,4,2,2,2070,1,4,2,690.0,3.3333333333333335,0.48309178743961356
39,0,1,9,3,1,3,2,2,6782,9,2,5,1130.3333333333333,2.3333333333333335,1.3270421704511943
36,0,1,18,4,1,1,4,2,7779,2,3,11,648.25,2.6666666666666665,2.3139220979560355
31,0,2,20,3,1,3,4,1,2791,0,3,2,930.3333333333334,3.3333333333333335,7.165890361877463
28,0,1,2,1,1,1,2,1,3201,0,1,5,533.5,1.3333333333333333,0.6248047485160887
35,0,2,11,2,2,4,4,0,4968,1,3,5,828.0,3.6666666666666665,2.214170692431562
49,0,2,8,4,5,4,2,1,13120,6,3,9,1312.0,3.0,0.6097560975609756
34,0,1,2,2,1,4,3,2,4033,2,2,3,1008.25,3.0,0.4959087527894867
29,0,1,10,3,1,4,2,0,3291,0,2,7,411.375,2.6666666666666665,3.038590094196293
42,0,1,29,3,3,2,4,2,4272,4,3,1,2136.0,3.0,6.788389513108614
29,0,1,8,1,3,2,4,1,5056,1,2,10,459.6363636363636,2.6666666666666665,1.5822784810126582
38,0,0,1,3,0,3,3,1,2844,1,4,7,355.5,3.3333333333333335,0.35161744022503516
28,0,1,6,3,1,3,3,0,2703,1,3,3,675.75,3.0,2.219755826859046
18,1,1,8,1,3,3,3,2,1904,1,3,0,1904.0,3.0,4.201680672268908
33,1,2,9,4,2,1,1,2,8224,0,3,5,1370.6666666666667,1.6666666666666667,1.0943579766536964
41,0,1,12,4,1,2,4,1,4766,3,3,1,2383.0,3.0,2.5178346621905163
31,1,1,15,3,3,3,3,1,2610,1,2,2,870.0,2.6666666666666665,5.74712643678161
37,0,1,25,2,3,3,4,0,5731,7,3,6,818.7142857142857,3.3333333333333335,4.362240446693422
27,0,1,6,3,1,4,3,1,2539,1,3,4,507.8,3.3333333333333335,2.3631350925561243
34,0,2,9,1,1,2,3,1,5714,1,2,6,816.2857142857143,2.3333333333333335,1.5750787539376967
35,0,0,8,4,5,3,3,2,4323,1,1,5,720.5,2.3333333333333335,1.850566736062919
29,1,2,23,1,1,4,1,1,7336,1,1,11,611.3333333333334,2.0,3.1352235550708834
40,0,1,9,4,3,2,3,2,13499,9,2,18,710.4736842105264,2.3333333333333335,0.6667160530409659
42,1,2,12,3,1,3,1,2,13758,0,2,21,625.3636363636364,2.0,0.8722197993894462
42,0,2,4,4,2,2,1,2,5155,7,4,6,736.4285714285714,2.3333333333333335,0.7759456838021338
35,0,1,1,4,3,4,3,1,2258,6,3,8,250.88888888888889,3.3333333333333335,0.4428697962798937
